INSEE_COM,C,5;NOM_COM,C,50;long_centr,N,11,7;lat_centro,N,11,7;INSEE_DEP,C,3;commune_ac,N,1,0;date_mod2,C,24;fid,N,20,0;id,C,254;nom_m,C,254;nom,C,254;insee_dep_,C,254;insee_reg,C,254
21021;Arc-sur-Tille;5,2008589;47,3387584;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21131;Chamblanc;5,168443;47,022395;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21535;Ruffey-lès-Echirey;5,0840393;47,367522;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21324;Jeux-lès-Bard;4,2551707;47,5316942;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21367;Magny-Montarlot;5,3472541;47,2491813;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21517;Quincey;4,9720964;47,1073802;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71457;Saint-Martin-en-Gâtinois;5,0075577;46,9432454;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21035;Auvillars-sur-Saône;5,1087481;47,0590808;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21423;Montagny-lès-Beaune;4,8534447;46,9857576;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21154;Châtillon-sur-Seine;4,5919583;47,8583695;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21040;Avosnes;4,6327847;47,3691001;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21611;Sombernon;4,7023918;47,3107538;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21420;Molinot;4,580296;47,0107301;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
39189;Damparis;5,4082711;47,0706473;39;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21411;Meursanges;4,9438227;46,9818328;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21229;Diancey;4,367183;47,1746371;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21401;Meloisey;4,7202254;47,0348241;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21066;Bessey-la-Cour;4,6053117;47,1030873;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21263;Fénay;5,0543341;47,24496;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21095;Bousselange;5,252524;46,9940676;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21068;Beurey-Bauguay;4,4300293;47,2314671;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21239;Échenon;5,2869223;47,1200755;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71122;Cheilly-lès-Maranges;4,6667049;46,8925593;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21251;Essey;4,5222479;47,2064107;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21295;Gevrey-Chambertin;4,982553;47,2200533;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21065;Bessey-en-Chaume;4,7428759;47,0880154;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21193;Corgengoux;5,0114273;46,9883267;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21347;Levernois;4,8713815;46,9939428;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21339;Lantenay;4,8655254;47,3439198;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21110;Brochon;4,9564926;47,2388452;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21652;Vandenesse-en-Auxois;4,620473;47,2232416;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71438;Saint-Léger-du-Bois;4,4330043;47,0231333;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21644;Trochères;5,314246;47,3481508;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21086;Bligny-lès-Beaune;4,8307839;46,9818413;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21683;Viévy;4,4563885;47,0575318;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21495;Pont;5,3241812;47,1787982;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21473;Ouges;5,0782373;47,2605931;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21351;Longchamp;5,2959733;47,261852;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21477;Panges;4,8027471;47,3740904;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21478;Pasques;4,851793;47,3777998;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89019;Arthonnay;4,2303999;47,9320956;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21221;Cussy-la-Colonne;4,6468732;47,0426403;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
10079;Channes;4,2663475;47,940877;10;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21437;Montmançon;5,3745928;47,3551787;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71530;Sully;4,4573224;46,9872936;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21228;Détain-et-Bruant;4,7876526;47,1747375;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21449;Nan-sous-Thil;4,3589971;47,38063;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21292;Genlis;5,2211757;47,2409317;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21582;Santenay;4,693376;46,9170441;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21290;Gemeaux;5,1406366;47,4768947;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21120;La Bussière-sur-Ouche;4,6992586;47,2266452;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21698;Villers-la-Faye;4,884116;47,1087468;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21356;Losne;5,2759517;47,0776261;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21273;Fleurey-sur-Ouche;4,8638734;47,3003053;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21033;Aubigny-lès-Sombernon;4,6421825;47,3006018;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21588;Saussey;4,6093209;47,0636011;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21673;Veuvey-sur-Ouche;4,7172746;47,1831289;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21177;Clamerey;4,4221713;47,3872243;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21081;Blaisy-Haut;4,7671157;47,3615052;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21244;Éguilly;4,5004836;47,3014515;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21155;Chaudenay-la-Ville;4,6439283;47,1619213;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21036;Auxant;4,6204004;47,1306354;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21708;Villy-le-Moutier;4,9875277;47,0385378;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21532;Rouvres-en-Plaine;5,1389728;47,2382137;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21590;Savigny-lès-Beaune;4,8032949;47,0805449;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
39409;Peintre;5,4730052;47,1978414;39;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21482;Perrigny-sur-l'Ognon;5,4637219;47,3053832;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21450;Nantoux;4,7593704;47,03434;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21069;Beurizot;4,4961755;47,355566;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21097;Boussey;4,5415982;47,3613816;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21382;Marcilly-Ogny;4,4028983;47,2484102;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21171;Chevigny-Saint-Sauveur;5,1367071;47,2998745;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21126;Cessey-sur-Tille;5,229079;47,2825628;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21368;Magny-lès-Villers;4,8752979;47,0944027;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21268;Flagey-lès-Auxonne;5,3946062;47,1316573;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21616;Tailly;4,8170966;46,9653831;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21297;Gilly-lès-Cîteaux;4,9974278;47,1776078;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21091;Bouhey;4,6777522;47,2012857;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21633;Thorey-sous-Charny;4,4500161;47,3295018;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21265;Fixin;4,9655614;47,2482914;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21152;Châteauneuf;4,6514944;47,2194104;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89321;Ravières;4,2531361;47,7434587;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71357;Pourlans;5,2368918;46,9626981;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21631;Thomirey;4,5866643;47,0875079;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21331;Labergement-lès-Auxonne;5,3797296;47,1599225;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21089;Bonnencontre;5,1423022;47,08656;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21020;Arconcey;4,4611864;47,2161172;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89197;Guillon-Terre-Plaine;4,0708206;47,5265423;89;1;2020/05/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21695;La Villeneuve-les-Convers;4,5917442;47,5757771;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21662;Velogny;4,4651236;47,4018405;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21240;Échevannes;5,1604493;47,5474227;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21309;Griselles;4,3660624;47,8758597;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21694;Villeferry;4,5290686;47,4499801;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21496;Pontailler-sur-Saône;5,4128558;47,301831;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21612;Souhey;4,420853;47,4879464;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21530;Rougemont;4,2579598;47,6707753;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21388;Marliens;5,1785022;47,2162053;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21212;Crépand;4,3100043;47,6070433;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21523;Reulle-Vergy;4,8964774;47,1885196;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21676;Vic-de-Chassenay;4,2627558;47,4708534;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21520;Remilly-en-Montagne;4,7292832;47,2903285;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21057;Beire-le-Fort;5,2609399;47,2380282;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21405;Merceuil;4,8483451;46,9539493;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21468;Orain;5,4346365;47,6103725;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21219;Curtil-Vergy;4,8944852;47,1710076;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21602;Semond;4,5727887;47,7130453;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21238;Échannay;4,6796578;47,2808787;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21678;Vic-sous-Thil;4,31721;47,3669583;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21639;Tillenay;5,3515948;47,1895627;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21379;Marcheseuil;4,3726574;47,1447264;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21176;Civry-en-Montagne;4,6059145;47,2897929;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21264;Le Fête;4,508362;47,180069;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21047;Bard-lès-Époisses;4,2245071;47,5283815;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21025;Arrans;4,3281049;47,6901857;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89210;Jully;4,2986501;47,7745975;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21143;Channay;4,3199153;47,8908609;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21568;Saint-Rémy;4,3011382;47,6515514;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89187;Gigny;4,3051486;47,8290093;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89131;Cruzy-le-Châtel;4,2285674;47,8727797;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89296;Perrigny-sur-Armançon;4,2181999;47,6864744;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89385;Sennevoy-le-Bas;4,3093697;47,8012494;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21648;Turcey;4,7190146;47,4087867;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21664;Verdonnet;4,3356015;47,7421695;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
10058;Bragelogne-Beauvoir;4,2670296;47,9699467;10;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21026;Asnières-en-Montagne;4,2921826;47,7132924;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21114;Buffon;4,2744048;47,6560805;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21531;Rouvray;4,1107083;47,4176674;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21538;Saint-Andeux;4,0929392;47,3950611;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21569;Saint-Romain;4,7029572;47,0123328;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89377;Sauvigny-le-Beuréal;4,1068385;47,4812198;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21681;Vieux-Château;4,1358329;47,4708981;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89351;Sainte-Magnance;4,0848782;47,4526174;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89379;Savigny-en-Terre-Plaine;4,083263;47,4938715;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89058;Bussières;4,052797;47,4276456;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89300;Pisy;4,1423615;47,5650767;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21642;Toutry;4,1288628;47,5008276;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21608;Sincey-lès-Rouvray;4,1310993;47,4334794;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21583;Santosse;4,6342782;47,0069983;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21565;Saint-Philibert;5,0139186;47,2031128;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21092;Bouilland;4,7709854;47,1352953;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21518;Quincy-le-Vicomte;4,2396712;47,6170867;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71237;Igornay;4,3785256;47,0570087;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21428;Monthelie;4,7620148;46,9992515;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21454;Nicey;4,2938764;47,8656182;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21626;Terrefondrée;4,8414371;47,7275134;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21385;Marey-sur-Tille;5,0820842;47,59418;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21334;Lacanche;4,5554598;47,0746038;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21555;Saint-Julien;5,1412016;47,3956656;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
71186;Écuelles;5,0697976;46,9514139;71;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21235;Duesme;4,693116;47,6369687;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21471;Orret;4,7012506;47,6088719;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21627;Thenissey;4,6188212;47,496481;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21168;Chevannay;4,6534203;47,390914;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21360;Lusigny-sur-Ouche;4,6829541;47,0825552;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21237;Échalot;4,8349418;47,6073135;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21203;Courcelles-Frémoy;4,1864762;47,4467633;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21604;Senailly;4,2665704;47,5829917;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21426;Montberthault;4,1579541;47,4615208;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21413;Millery;4,317828;47,5136441;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21029;Athie;4,2584107;47,5624138;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21640;Torcy-et-Pouligny;4,2362153;47,497136;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21505;Précy-sous-Thil;4,3167685;47,4012409;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21199;Corsaint;4,2022205;47,547054;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
89431;Vassy-sous-Pisy;4,1689797;47,5723662;89;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21007;Aisy-sous-Thil;4,2788236;47,3936455;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
21686;Villaines-les-Prévôtes;4,307798;47,5537037;21;1;2018/01/01 00:00:00.000;1;DEPARTEM_FXX_00000000022;COTE-D'OR;Côte-d'Or;21;27
