INSEE_COM,C,5;NOM_COM,C,50;long_centr,N,11,7;lat_centro,N,11,7;INSEE_DEP,C,3;commune_ac,N,1,0;date_mod2,C,24
22195;Pleubian;-3,1345239;48,8428912;22;1;2018/01/01 00:00:00.000
82139;Le Pin;0,975362;44,0376328;82;1;2018/01/01 00:00:00.000
71095;La Chapelle-sous-Dun;4,2989739;46,2639947;71;1;2018/01/01 00:00:00.000
56013;Belz;-3,1615466;47,6722375;56;1;2018/01/01 00:00:00.000
46043;Cahus;1,9144255;44,962877;46;1;2018/01/01 00:00:00.000
14522;Prêtreville;0,259329;49,0722931;14;1;2018/01/01 00:00:00.000
80233;Dancourt-Popincourt;2,7313907;49,6654084;80;1;2018/01/01 00:00:00.000
14595;Saint-Jean-de-Livet;0,2415846;49,0934435;14;1;2018/01/01 00:00:00.000
33527;Le Teich;-1,0241694;44,5778337;33;1;2018/01/01 00:00:00.000
21278;Fontaine-lès-Dijon;5,02468;47,3475005;21;1;2018/01/01 00:00:00.000
48002;Albaret-Sainte-Marie;3,2513763;44,8862949;48;1;2018/01/01 00:00:00.000
21355;Longvic;5,0529533;47,2855553;21;1;2018/01/01 00:00:00.000
33506;Sauveterre-de-Guyenne;-0,0769517;44,7010802;33;1;2018/01/01 00:00:00.000
33009;Arcachon;-1,174978;44,6534124;33;1;2018/01/01 00:00:00.000
48021;La Bastide-Puylaurent;3,8878594;44,5656474;48;1;2018/01/01 00:00:00.000
33199;Gujan-Mestras;-1,0841;44,5943496;33;1;2018/01/01 00:00:00.000
48012;Les Monts-Verts;3,2221272;44,8491288;48;1;2018/01/01 00:00:00.000
38272;Murinais;5,3184016;45,2109479;38;1;2018/01/01 00:00:00.000
02606;Le Plessier-Huleu;3,3479025;49,2386501;02;1;2018/01/01 00:00:00.000
51243;Faux-Fresnay;3,9496107;48,6526351;51;1;2018/01/01 00:00:00.000
51276;Gourgançon;4,0266741;48,6849307;51;1;2018/01/01 00:00:00.000
71205;Frangy-en-Bresse;5,3321937;46,7193595;71;1;2018/01/01 00:00:00.000
54357;Maxéville;6,1502327;48,7096876;54;1;2018/01/01 00:00:00.000
01345;Saint-Denis-en-Bugey;5,3250277;45,9488563;01;1;2018/01/01 00:00:00.000
30208;Puechredon;4,0558564;43,9437478;30;1;2018/01/01 00:00:00.000
56046;Crach;-3,0003278;47,6304212;56;1;2018/01/01 00:00:00.000
56007;Auray;-2,9904806;47,667479;56;1;2018/01/01 00:00:00.000
42141;Mars;4,2512573;46,1495891;42;1;2018/01/01 00:00:00.000
12121;Lanuéjouls;2,1613373;44,4232845;12;1;2018/01/01 00:00:00.000
71271;Mailly;4,1118123;46,2273927;71;1;2018/01/01 00:00:00.000
38348;Ruy-Montceau;5,3441772;45,5903523;38;1;2018/01/01 00:00:00.000
36062;Cuzion;1,616983;46,4716918;36;1;2018/01/01 00:00:00.000
47161;Massels;0,856285;44,3176305;47;1;2018/01/01 00:00:00.000
37020;Beaulieu-lès-Loches;1,0231157;47,1287716;37;1;2018/01/01 00:00:00.000
36187;Saint-Civran;1,4037477;46,4937783;36;1;2018/01/01 00:00:00.000
68263;Ranspach-le-Bas;7,4451617;47,5874701;68;1;2018/01/01 00:00:00.000
36006;Argenton-sur-Creuse;1,4926069;46,5787243;36;1;2018/01/01 00:00:00.000
02830;Wassigny;3,5995683;50,0175688;02;1;2018/01/01 00:00:00.000
82030;Castelferrus;1,0914049;44,0053852;82;1;2018/01/01 00:00:00.000
09150;Lagarde;1,9363585;43,0467169;09;1;2018/01/01 00:00:00.000
05128;Saint-André-d'Embrun;6,5711005;44,5869486;05;1;2018/01/01 00:00:00.000
31502;Saint-Marcet;0,7454229;43,1971433;31;1;2018/01/01 00:00:00.000
47260;Saint-Maurin;0,8935297;44,216315;47;1;2018/01/01 00:00:00.000
41181;Pouillé;1,2778715;47,3077399;41;1;2018/01/01 00:00:00.000
05177;Vars;6,7137413;44,5926562;05;1;2018/01/01 00:00:00.000
52302;Maizières;5,0664815;48,4920593;52;1;2018/01/01 00:00:00.000
85001;L'Aiguillon-sur-Mer;-1,2724649;46,3058225;85;1;2018/01/01 00:00:00.000
41164;Noyers-sur-Cher;1,4107511;47,2832617;41;1;2018/01/01 00:00:00.000
18079;Crézancy-en-Sancerre;2,7472894;47,304572;18;1;2018/01/01 00:00:00.000
05026;Ceillac;6,8034829;44,6526348;05;1;2018/01/01 00:00:00.000
69233;Saint-Romain-au-Mont-d'Or;4,8201098;45,8355789;69;1;2018/01/01 00:00:00.000
09316;Troye-d'Ariège;1,8876514;43,0208634;09;1;2018/01/01 00:00:00.000
09281;Sautel;1,8164779;42,9682688;09;1;2018/01/01 00:00:00.000
09142;Ilhat;1,7845577;42,9514347;09;1;2018/01/01 00:00:00.000
09169;Limbrassac;1,8438857;43,0110188;09;1;2018/01/01 00:00:00.000
09106;Dreuilhe;1,870625;42,9440231;09;1;2018/01/01 00:00:00.000
09048;Belloc;1,9336699;43,0073902;09;1;2018/01/01 00:00:00.000
23026;Bord-Saint-Georges;2,2869762;46,2518004;23;1;2018/01/01 00:00:00.000
61421;Saint-Mars-d'Égrenne;-0,7336562;48,5511066;61;1;2018/01/01 00:00:00.000
17185;Le Gua;-0,9655123;45,7266916;17;1;2018/01/01 00:00:00.000
36107;Lye;1,4740134;47,2208842;36;1;2018/01/01 00:00:00.000
41132;Méhers;1,4526253;47,3269807;41;1;2018/01/01 00:00:00.000
02359;Grugies;3,2745943;49,8101439;02;1;2018/01/01 00:00:00.000
56172;Plumelec;-2,6235321;47,8257857;56;1;2018/01/01 00:00:00.000
02061;Becquigny;3,4599273;50,0160984;02;1;2018/01/01 00:00:00.000
56248;Surzur;-2,6271921;47,569107;56;1;2018/01/01 00:00:00.000
22143;Matignon;-2,2901725;48,6015877;22;1;2018/01/01 00:00:00.000
41151;Montrichard Val de Cher;1,1940731;47,3579121;41;1;2018/01/01 00:00:00.000
46228;Prudhomat;1,816888;44,8968649;46;1;2018/01/01 00:00:00.000
56084;Le Hézo;-2,6908817;47,5807861;56;1;2018/01/01 00:00:00.000
17184;La Gripperie-Saint-Symphorien;-0,951872;45,7915171;17;1;2018/01/01 00:00:00.000
41229;Saint-Romain-sur-Cher;1,3866056;47,3188322;41;1;2018/01/01 00:00:00.000
44122;Petit-Mars;-1,4566155;47,4051886;44;1;2018/01/01 00:00:00.000
41043;Châtillon-sur-Cher;1,4841048;47,2863984;41;1;2018/01/01 00:00:00.000
41002;Angé;1,2397261;47,3164343;41;1;2018/01/01 00:00:00.000
64016;Aldudes;-1,434552;43,0919726;64;1;2018/01/01 00:00:00.000
41146;Monthou-sur-Cher;1,2914625;47,3515882;41;1;2018/01/01 00:00:00.000
41139;Meusnes;1,5011754;47,2457266;41;1;2018/01/01 00:00:00.000
53112;Le Ham;-0,3543954;48,3735064;53;1;2018/01/01 00:00:00.000
41063;Couffy;1,436751;47,248848;41;1;2018/01/01 00:00:00.000
36010;Azay-le-Ferron;1,0814394;46,8460069;36;1;2018/01/01 00:00:00.000
17007;Anais;-0,9037029;46,1757178;17;1;2018/01/01 00:00:00.000
61487;Torchamp;-0,6751997;48,5396814;61;1;2018/01/01 00:00:00.000
09274;Saint-Quentin-la-Tour;1,9065324;43,0311679;09;1;2018/01/01 00:00:00.000
11268;Orsans;1,9800817;43,1546784;11;1;2018/01/01 00:00:00.000
09047;Bélesta;1,9528478;42,893401;09;1;2018/01/01 00:00:00.000
69180;Saint-André-la-Côte;4,5967784;45,6324263;69;1;2018/01/01 00:00:00.000
11419;Villautou;1,8379718;43,1620813;11;1;2018/01/01 00:00:00.000
11400;Tréziers;1,9627683;43,0557877;11;1;2018/01/01 00:00:00.000
11339;Saint-Denis;2,2178495;43,3559863;11;1;2018/01/01 00:00:00.000
11348;Saint-Julien-de-Briola;1,9452985;43,160768;11;1;2018/01/01 00:00:00.000
09052;Besset;1,8462917;43,0723948;09;1;2018/01/01 00:00:00.000
09074;Camon;1,9622044;43,0217396;09;1;2018/01/01 00:00:00.000
09161;Léran;1,9190891;42,9844925;09;1;2018/01/01 00:00:00.000
09157;Laroque-d'Olmes;1,8721971;42,9671851;09;1;2018/01/01 00:00:00.000
11375;Seignalens;1,9672045;43,0989204;11;1;2018/01/01 00:00:00.000
09242;Raissac;1,814932;42,9414335;09;1;2018/01/01 00:00:00.000
11114;Cumiès;1,8313142;43,2994585;11;1;2018/01/01 00:00:00.000
11195;Laurabuc;1,9942632;43,260449;11;1;2018/01/01 00:00:00.000
12142;Mayran;2,3717056;44,3891687;12;1;2018/01/01 00:00:00.000
11365;Saint-Sernin;1,8063544;43,2286094;11;1;2018/01/01 00:00:00.000
15102;Lavigerie;2,7321799;45,1255861;15;1;2018/01/01 00:00:00.000
11138;Fendeille;1,9477669;43,2706585;11;1;2018/01/01 00:00:00.000
11089;Cenne-Monestiés;2,1292271;43,3247805;11;1;2018/01/01 00:00:00.000
11399;Tréville;1,9542656;43,3827656;11;1;2018/01/01 00:00:00.000
11407;Verdun-en-Lauragais;2,0782798;43,3674951;11;1;2018/01/01 00:00:00.000
62257;Créquy;2,0379589;50,5026953;62;1;2018/01/01 00:00:00.000
11308;Raissac-sur-Lampy;2,1619631;43,2774693;11;1;2018/01/01 00:00:00.000
11278;Pech-Luna;1,8377851;43,2102638;11;1;2018/01/01 00:00:00.000
11371;Salles-sur-l'Hers;1,7819015;43,2942501;11;1;2018/01/01 00:00:00.000
11178;Labastide-d'Anjou;1,8528839;43,3467567;11;1;2018/01/01 00:00:00.000
11087;Cazalrenoux;1,9470843;43,1890888;11;1;2018/01/01 00:00:00.000
11049;Bram;2,1105867;43,2514308;11;1;2018/01/01 00:00:00.000
11439;Villespy;2,0983772;43,3216987;11;1;2018/01/01 00:00:00.000
64268;Idaux-Mendy;-0,922583;43,1740487;64;1;2018/01/01 00:00:00.000
11254;Montréal;2,1483622;43,2000669;11;1;2018/01/01 00:00:00.000
11243;Montferrand;1,8280449;43,3689704;11;1;2018/01/01 00:00:00.000
11357;Saint-Martin-le-Vieil;2,1533008;43,2940424;11;1;2018/01/01 00:00:00.000
38219;Marcollin;5,0885077;45,3104178;38;1;2018/01/01 00:00:00.000
51376;Montgenost;3,5935034;48,6000224;51;1;2018/01/01 00:00:00.000
11239;Montauriol;1,8330508;43,2748978;11;1;2018/01/01 00:00:00.000
11159;Gaja-la-Selve;1,8830607;43,2007845;11;1;2018/01/01 00:00:00.000
25524;Saint-Maurice-Colombier;6,6502221;47,4317892;25;1;2018/01/01 00:00:00.000
69141;Mornant;4,6734766;45,6163075;69;1;2018/01/01 00:00:00.000
54181;Errouville;5,8981691;49,4173463;54;1;2018/01/01 00:00:00.000
02230;Couvrelles;3,4841885;49,3335753;02;1;2018/01/01 00:00:00.000
11030;Belflou;1,7966314;43,3191799;11;1;2018/01/01 00:00:00.000
02400;Laffaux;3,4296282;49,4492995;02;1;2018/01/01 00:00:00.000
31037;Avignonet-Lauragais;1,7731001;43,3770298;31;1;2018/01/01 00:00:00.000
82122;Montbarla;1,0815872;44,2134488;82;1;2018/01/01 00:00:00.000
11231;Mézerville;1,784466;43,2513231;11;1;2018/01/01 00:00:00.000
11438;Villesiscle;2,0894373;43,2279871;11;1;2018/01/01 00:00:00.000
28269;Morancez;1,5031749;48,3964833;28;1;2018/01/01 00:00:00.000
11300;Puginier;1,9263827;43,3820647;11;1;2018/01/01 00:00:00.000
34097;Félines-Minervois;2,5824958;43,3538862;34;1;2018/01/01 00:00:00.000
93048;Montreuil;2,4486358;48,8635128;93;1;2018/01/01 00:00:00.000
11149;Fonters-du-Razès;1,9230877;43,2376254;11;1;2018/01/01 00:00:00.000
11234;Mireval-Lauragais;1,967885;43,2634595;11;1;2018/01/01 00:00:00.000
11367;Saissac;2,1614676;43,3661923;11;1;2018/01/01 00:00:00.000
15217;Saint-Victor;2,2886721;45,0098602;15;1;2018/01/01 00:00:00.000
11196;Laurac;1,9695653;43,2295896;11;1;2018/01/01 00:00:00.000
12008;Anglars-Saint-Félix;2,238449;44,4161284;12;1;2018/01/01 00:00:00.000
46076;Cornac;1,9185528;44,9016232;46;1;2018/01/01 00:00:00.000
11383;Souilhe;1,9160789;43,3689942;11;1;2018/01/01 00:00:00.000
11283;Peyrefitte-sur-l'Hers;1,8168705;43,24625;11;1;2018/01/01 00:00:00.000
11281;Pexiora;2,0391257;43,2688091;11;1;2018/01/01 00:00:00.000
11226;Mayreville;1,8479688;43,2300639;11;1;2018/01/01 00:00:00.000
19140;Monceaux-sur-Dordogne;1,8892663;45,0719587;19;1;2018/01/01 00:00:00.000
11331;Saint-Amans;1,8849675;43,2277627;11;1;2018/01/01 00:00:00.000
11072;La Cassaigne;1,9900302;43,1959051;11;1;2018/01/01 00:00:00.000
11153;La Force;2,0845468;43,1984212;11;1;2018/01/01 00:00:00.000
11277;Pécharic-et-le-Py;1,8273751;43,1939779;11;1;2018/01/01 00:00:00.000
46315;Teyssieu;1,9576342;44,9167535;46;1;2018/01/01 00:00:00.000
55438;Romagne-sous-Montfaucon;5,0732731;49,3273195;55;1;2018/01/01 00:00:00.000
11238;Molleville;1,8358132;43,3120088;11;1;2018/01/01 00:00:00.000
11385;Soupex;1,8901369;43,381588;11;1;2018/01/01 00:00:00.000
11162;Generville;1,930242;43,2105007;11;1;2018/01/01 00:00:00.000
18131;Lugny-Bourbonnais;2,7028742;46,9348728;18;1;2018/01/01 00:00:00.000
2B169;Morosaglia;9,2548394;42,447443;2B;1;2018/01/01 00:00:00.000
11070;Carlipa;2,1216018;43,3061621;11;1;2018/01/01 00:00:00.000
11057;Cahuzac;1,8550968;43,1906326;11;1;2018/01/01 00:00:00.000
84079;Monieux;5,3412578;44,0574364;84;1;2018/01/01 00:00:00.000
11026;Baraigne;1,8228181;43,330658;11;1;2018/01/01 00:00:00.000
11040;Bizanet;2,8698386;43,1483822;11;1;2018/01/01 00:00:00.000
11210;Luc-sur-Orbieu;2,7879664;43,1755048;11;1;2018/01/01 00:00:00.000
11286;Peyriac-Minervois;2,5615237;43,291169;11;1;2018/01/01 00:00:00.000
11256;Montséret;2,8071913;43,1053489;11;1;2018/01/01 00:00:00.000
19171;Reygade;1,9033313;45,0198759;19;1;2018/01/01 00:00:00.000
11095;Comigne;2,5855501;43,1654553;11;1;2018/01/01 00:00:00.000
64206;Escot;-0,5649784;43,07837;64;1;2018/01/01 00:00:00.000
11220;Marseillette;2,5494905;43,2104588;11;1;2018/01/01 00:00:00.000
34021;Babeau-Bouldoux;2,8930116;43,4381895;34;1;2018/01/01 00:00:00.000
16372;Souffrignac;0,4975363;45,5865275;16;1;2018/01/01 00:00:00.000
02533;Muret-et-Crouttes;3,4346289;49,2786261;02;1;2018/01/01 00:00:00.000
82072;Golfech;0,8575325;44,1101486;82;1;2018/01/01 00:00:00.000
11024;Bages;2,9773019;43,1180711;11;1;2018/01/01 00:00:00.000
11324;Roubia;2,7970072;43,2498157;11;1;2018/01/01 00:00:00.000
95308;Hérouville-en-Vexin;2,1274713;49,1047745;95;1;2020/05/01 00:00:00.000
68077;Eglingen;7,1829488;47,65661;68;1;2018/01/01 00:00:00.000
42134;Marcilly-le-Châtel;4,0288805;45,68888;42;1;2018/01/01 00:00:00.000
11217;Marcorignan;2,9149831;43,2246864;11;1;2018/01/01 00:00:00.000
02245;Cuffies;3,322619;49,4088131;02;1;2018/01/01 00:00:00.000
34004;Agel;2,8535303;43,347961;34;1;2018/01/01 00:00:00.000
11148;Fontcouverte;2,685956;43,1677688;11;1;2018/01/01 00:00:00.000
02724;Sommelans;3,2924116;49,1357452;02;1;2018/01/01 00:00:00.000
14024;Auberville;-0,0268718;49,3112054;14;1;2018/01/01 00:00:00.000
50055;Biniville;-1,4861809;49,4292781;50;1;2018/01/01 00:00:00.000
11390;Thézan-des-Corbières;2,7833377;43,0893062;11;1;2018/01/01 00:00:00.000
11396;Trausse;2,569016;43,3182224;11;1;2018/01/01 00:00:00.000
02118;Braye;3,3769754;49,4223879;02;1;2018/01/01 00:00:00.000
68341;Uffheim;7,4378784;47,6444786;68;1;2018/01/01 00:00:00.000
11318;Roquecourbe-Minervois;2,6535142;43,2148078;11;1;2018/01/01 00:00:00.000
02089;Billy-sur-Aisne;3,3759413;49,3553527;02;1;2018/01/01 00:00:00.000
76038;Authieux-Ratiéville;1,1462016;49,5977976;76;1;2018/01/01 00:00:00.000
91435;Morsang-sur-Seine;2,5009838;48,57619;91;1;2018/01/01 00:00:00.000
45197;Marigny-les-Usages;2,0134837;47,9587369;45;1;2018/01/01 00:00:00.000
57151;Conthil;6,6637877;48,8916213;57;1;2018/01/01 00:00:00.000
36040;La Chapelle-Orthemale;1,4522766;46,8326372;36;1;2018/01/01 00:00:00.000
11200;Lespinassière;2,5488611;43,4088736;11;1;2018/01/01 00:00:00.000
36144;Nuret-le-Ferron;1,4279243;46,6892393;36;1;2018/01/01 00:00:00.000
11067;Canet;2,8312561;43,2264483;11;1;2018/01/01 00:00:00.000
02082;Beugneux;3,4164754;49,2273112;02;1;2018/01/01 00:00:00.000
92002;Antony;2,2990283;48,7499868;92;1;2018/01/01 00:00:00.000
80052;Baizieux;2,51277;49,9910419;80;1;2018/01/01 00:00:00.000
11280;Pépieux;2,6869545;43,2973946;11;1;2018/01/01 00:00:00.000
11366;Sainte-Valière;2,8452198;43,2745503;11;1;2018/01/01 00:00:00.000
93053;Noisy-le-Sec;2,4584411;48,8916053;93;1;2018/01/01 00:00:00.000
11421;Villedaigne;2,8554085;43,2108387;11;1;2018/01/01 00:00:00.000
93050;Neuilly-sur-Marne;2,5399435;48,8627643;93;1;2018/01/01 00:00:00.000
76654;Saint-Vaast-du-Val;1,0096382;49,6863639;76;1;2018/01/01 00:00:00.000
79096;Combrand;-0,6958648;46,8635315;79;1;2018/01/01 00:00:00.000
55170;Écurey-en-Verdunois;5,3395097;49,3566642;55;1;2018/01/01 00:00:00.000
82109;Merles;0,9665253;44,0649482;82;1;2018/01/01 00:00:00.000
16382;Torsac;0,2086947;45,5687111;16;1;2018/01/01 00:00:00.000
11140;Ferrals-les-Corbières;2,7388918;43,1430503;11;1;2018/01/01 00:00:00.000
11337;Saint-Couat-d'Aude;2,6375659;43,2083774;11;1;2018/01/01 00:00:00.000
34189;Olonzac;2,7367647;43,281461;34;1;2018/01/01 00:00:00.000
34158;Minerve;2,7213199;43,3633139;34;1;2018/01/01 00:00:00.000
34059;La Caunette;2,7871967;43,3674411;34;1;2018/01/01 00:00:00.000
38480;Septème;4,9852952;45,5477784;38;1;2018/01/01 00:00:00.000
66094;Latour-Bas-Elne;3,0050599;42,6048227;66;1;2018/01/01 00:00:00.000
35316;Saint-Sulpice-des-Landes;-1,6257216;47,7769619;35;1;2018/01/01 00:00:00.000
11264;Névian;2,8859489;43,2039276;11;1;2018/01/01 00:00:00.000
34218;Prades-sur-Vernazobre;2,9768178;43,4581587;34;1;2018/01/01 00:00:00.000
50281;La Lucerne-d'Outremer;-1,4101291;48,7884978;50;1;2018/01/01 00:00:00.000
34089;Creissan;3,0004806;43,3766554;34;1;2018/01/01 00:00:00.000
02770;Vauxbuin;3,2945562;49,3574903;02;1;2018/01/01 00:00:00.000
65140;Cazaux-Debat;0,38203;42,8882171;65;1;2018/01/01 00:00:00.000
34200;Pézènes-les-Mines;3,2450222;43,5989431;34;1;2018/01/01 00:00:00.000
93077;Villemomble;2,5092763;48,8845983;93;1;2018/01/01 00:00:00.000
93013;Le Bourget;2,4276124;48,9362105;93;1;2018/01/01 00:00:00.000
94028;Créteil;2,4547285;48,7837686;94;1;2018/01/01 00:00:00.000
02593;Pasly;3,2980469;49,4023124;02;1;2018/01/01 00:00:00.000
11022;Azille;2,6567986;43,2738861;11;1;2018/01/01 00:00:00.000
22211;Ploubezre;-3,4484116;48,6855424;22;1;2018/01/01 00:00:00.000
82068;Gimat;0,9395675;43,8655561;82;1;2018/01/01 00:00:00.000
11332;Saint-André-de-Roquelongue;2,8490814;43,0928855;11;1;2018/01/01 00:00:00.000
11132;Fabrezan;2,7052263;43,1256716;11;1;2018/01/01 00:00:00.000
11164;Ginestas;2,8769761;43,2759751;11;1;2018/01/01 00:00:00.000
42197;Sainte-Agathe-la-Bouteresse;4,0506261;45,7438342;42;1;2018/01/01 00:00:00.000
08411;Semuy;4,6631218;49,4958358;08;1;2018/01/01 00:00:00.000
11048;Boutenac;2,7982734;43,1462032;11;1;2018/01/01 00:00:00.000
72134;Flée;0,4572248;47,731727;72;1;2018/01/01 00:00:00.000
11273;Paraza;2,8168547;43,2594766;11;1;2018/01/01 00:00:00.000
02711;Serches;3,4489202;49,3321885;02;1;2018/01/01 00:00:00.000
02372;Hartennes-et-Taux;3,3574268;49,2789536;02;1;2018/01/01 00:00:00.000
11296;Pouzols-Minervois;2,8125554;43,2849533;11;1;2018/01/01 00:00:00.000
49107;Cornillé-les-Caves;-0,3033989;47,4924961;49;1;2018/01/01 00:00:00.000
34141;La Livinière;2,6330948;43,3376962;34;1;2018/01/01 00:00:00.000
11203;Lézignan-Corbières;2,7620303;43,2040591;11;1;2018/01/01 00:00:00.000
84080;Monteux;4,9847642;44,0338957;84;1;2018/01/01 00:00:00.000
11351;Saint-Laurent-de-la-Cabrerisse;2,7140376;43,0833952;11;1;2018/01/01 00:00:00.000
82143;Poupas;0,8359694;43,9625171;82;1;2018/01/01 00:00:00.000
34020;Azillanet;2,7455104;43,3238389;34;1;2018/01/01 00:00:00.000
11311;Ribaute;2,6403756;43,1072121;11;1;2018/01/01 00:00:00.000
11111;Cruscades;2,816276;43,2000738;11;1;2018/01/01 00:00:00.000
34100;Ferrières-Poussarou;2,903422;43,4831992;34;1;2018/01/01 00:00:00.000
34284;Saint-Pons-de-Thomières;2,7486115;43,4786516;34;1;2018/01/01 00:00:00.000
34170;Montouliers;2,906493;43,3351927;34;1;2018/01/01 00:00:00.000
34015;Assignan;2,8866752;43,400248;34;1;2018/01/01 00:00:00.000
37173;Nouans-les-Fontaines;1,3115663;47,133326;37;1;2018/01/01 00:00:00.000
11077;Castelnau-d'Aude;2,6773355;43,2330269;11;1;2018/01/01 00:00:00.000
36124;Migné;1,3016651;46,7122243;36;1;2018/01/01 00:00:00.000
11122;Douzens;2,6118316;43,1799625;11;1;2018/01/01 00:00:00.000
36200;Saint-Marcel;1,5225947;46,6081798;36;1;2018/01/01 00:00:00.000
21180;Cléry;5,5012392;47,295734;21;1;2018/01/01 00:00:00.000
11285;Peyriac-de-Mer;2,9491437;43,0900723;11;1;2018/01/01 00:00:00.000
34070;Cébazan;2,9882879;43,4054915;34;1;2018/01/01 00:00:00.000
11315;Rieux-Minervois;2,5912392;43,268795;11;1;2018/01/01 00:00:00.000
11255;Montredon-des-Corbières;2,924417;43,1814101;11;1;2018/01/01 00:00:00.000
41049;Chémery;1,4881167;47,3581535;41;1;2018/01/01 00:00:00.000
11369;Sallèles-d'Aude;2,9349367;43,2703368;11;1;2018/01/01 00:00:00.000
11353;Saint-Marcel-sur-Aude;2,9243054;43,251276;11;1;2018/01/01 00:00:00.000
34092;Cruzy;2,9345681;43,3519555;34;1;2018/01/01 00:00:00.000
52483;Soyers;5,6937271;47,8689827;52;1;2018/01/01 00:00:00.000
35105;Erbrée;-1,1168684;48,1093364;35;1;2018/01/01 00:00:00.000
11261;Moux;2,6458113;43,1723737;11;1;2018/01/01 00:00:00.000
81278;Sauveterre;2,5599934;43,4527675;81;1;2018/01/01 00:00:00.000
56199;Roudouallec;-3,6943377;48,1200093;56;1;2018/01/01 00:00:00.000
57242;Gandrange;6,1346598;49,2733643;57;1;2018/01/01 00:00:00.000
82123;Montbartier;1,2860769;43,9147402;82;1;2018/01/01 00:00:00.000
90077;Petit-Croix;6,9738534;47,6209477;90;1;2018/01/01 00:00:00.000
11068;Capendu;2,5534609;43,1834142;11;1;2018/01/01 00:00:00.000
11129;Espéraza;2,2208133;42,931302;11;1;2018/01/01 00:00:00.000
11190;La Redorte;2,6499209;43,2479412;11;1;2018/01/01 00:00:00.000
11342;Saint-Frichoux;2,5594385;43,2478799;11;1;2018/01/01 00:00:00.000
28242;Méréglise;1,1841109;48,2935406;28;1;2018/01/01 00:00:00.000
19069;Darazac;2,0812995;45,1742593;19;1;2018/01/01 00:00:00.000
82015;Belbèze-en-Lomagne;1,069475;43,9057161;82;1;2018/01/01 00:00:00.000
87133;Saint-Amand-Magnazeix;1,3579694;46,184404;87;1;2018/01/01 00:00:00.000
84023;Buoux;5,3745377;43,8215823;84;1;2018/01/01 00:00:00.000
30021;Aubussargues;4,3266321;44,0101516;30;1;2018/01/01 00:00:00.000
25320;Labergement-Sainte-Marie;6,2769769;46,7793901;25;1;2018/01/01 00:00:00.000
11327;Roullens;2,2689048;43,1662769;11;1;2018/01/01 00:00:00.000
11209;Luc-sur-Aude;2,2809532;42,9635632;11;1;2018/01/01 00:00:00.000
11289;Pieusse;2,2550347;43,0827947;11;1;2018/01/01 00:00:00.000
11084;Caux-et-Sauzens;2,2547349;43,2257424;11;1;2018/01/01 00:00:00.000
11253;Montolieu;2,2143806;43,3135795;11;1;2018/01/01 00:00:00.000
11199;Lavalette;2,2699563;43,1921858;11;1;2018/01/01 00:00:00.000
11115;Cuxac-Cabardès;2,2791559;43,3905181;11;1;2018/01/01 00:00:00.000
11168;Granès;2,2533719;42,8951074;11;1;2018/01/01 00:00:00.000
51437;Poilly;3,8143388;49,2165207;51;1;2018/01/01 00:00:00.000
72246;Prévelles;0,474305;48,1543508;72;1;2018/01/01 00:00:00.000
11090;Cépie;2,2377806;43,1077315;11;1;2018/01/01 00:00:00.000
67190;Hengwiller;7,3281533;48,6680653;67;1;2018/01/01 00:00:00.000
11156;Fraisse-Cabardès;2,2712525;43,3293332;11;1;2018/01/01 00:00:00.000
70320;Magny-lès-Jussey;5,9776423;47,8565316;70;1;2018/01/01 00:00:00.000
11109;Coustaussa;2,2850295;42,9369741;11;1;2018/01/01 00:00:00.000
11437;Villesèquelande;2,2302043;43,2330175;11;1;2018/01/01 00:00:00.000
11206;Limoux;2,2391333;43,0499723;11;1;2018/01/01 00:00:00.000
11240;Montazels;2,2440954;42,9519212;11;1;2018/01/01 00:00:00.000
68078;Eguisheim;7,3010484;48,0372145;68;1;2018/01/01 00:00:00.000
11340;Sainte-Eulalie;2,2054099;43,2432174;11;1;2018/01/01 00:00:00.000
11211;Magrie;2,2039979;43,0248912;11;1;2018/01/01 00:00:00.000
30022;Aujac;4,0182058;44,3549704;30;1;2018/01/01 00:00:00.000
64218;Estérençuby;-1,1820904;43,0819354;64;1;2018/01/01 00:00:00.000
45285;Saint-Jean-de-la-Ruelle;1,8711322;47,911831;45;1;2018/01/01 00:00:00.000
82107;Maumusson;0,9057579;43,9124722;82;1;2018/01/01 00:00:00.000
11259;Moussoulens;2,2383142;43,2810168;11;1;2018/01/01 00:00:00.000
11063;Campagne-sur-Aude;2,2022345;42,9157572;11;1;2018/01/01 00:00:00.000
11404;Ventenac-Cabardès;2,2823183;43,2754495;11;1;2018/01/01 00:00:00.000
11417;Villarzel-du-Razès;2,2026922;43,1423717;11;1;2018/01/01 00:00:00.000
41258;Thésée;1,3307621;47,3241493;41;1;2018/01/01 00:00:00.000
01107;Cleyzieu;5,4327858;45,9026977;01;1;2018/01/01 00:00:00.000
71421;Saint-Germain-en-Brionnais;4,2511437;46,3469116;71;1;2018/01/01 00:00:00.000
12242;Saint-Rémy;2,0416927;44,395532;12;1;2018/01/01 00:00:00.000
35145;Langon;-1,871839;47,7337353;35;1;2018/01/01 00:00:00.000
12190;Prévinquières;2,2439195;44,3658659;12;1;2018/01/01 00:00:00.000
12140;Martiel;1,9129659;44,3814073;12;1;2018/01/01 00:00:00.000
12198;Rieupeyroux;2,2293831;44,3081143;12;1;2018/01/01 00:00:00.000
